timestamp,x,y,swing_amplitude,lable
0.0,0.0,0.0,0.0,0
0.1,0.17506473200973918,0.9996384842168553,1.014852087508822,1
0.2,0.4710463468957888,1.982675868990507,1.0266292496384342,1
0.30000000000000004,0.8784795500325034,2.917235423143066,1.0195113414161088,1
0.4,1.404732333512976,3.8030103067014838,1.0303102137045295,1
0.5,2.0226829190694295,4.620670904884959,1.0249057420130505,1
0.6000000000000001,2.733219829465211,5.354210070829614,1.0212455184771014,1
0.7000000000000001,3.529034833015796,5.990634655932836,1.018998416289263,1
0.8,4.384717898853925,6.5345985702879945,1.013947853335035,1
0.9,5.300565897768882,6.975989958940103,1.0166631276350924,1
1.0,6.259605626193284,7.29576852739068,1.0109478391770033,1
1.1,7.258628522857719,7.504277508288301,1.0205502159006001,1
1.2000000000000002,8.263838212143698,7.587229224543483,1.008626544695357,1
1.3,9.264080511158658,7.557828411149302,1.0006743049399105,1
1.4000000000000001,10.244386944827989,7.4111436389911285,0.9912200191060391,1
1.5,11.195873328801415,7.145798691500046,0.9877926300827883,1
1.6,12.101669132577795,6.780937436956676,0.9765192129220296,1
1.7000000000000002,12.951382893546853,6.298092269092914,0.9773192578219085,1
1.8,13.733898376338363,5.719400883589587,0.9732493002639099,1
1.9000000000000001,14.430784604690013,5.0518507524703455,0.9650251773003146,1
2.0,15.027586780079771,4.321085974045292,0.9434988065369059,1
2.1,15.53397937196013,3.5284841013235373,0.9405589751596338,1
2.2,15.928633813132095,2.685020360864169,0.9312267228803434,1
2.3000000000000003,16.20400029543887,1.8048843283280056,0.9222072084659207,1
2.4000000000000004,16.36876725434681,0.9134642578295473,0.9065196593760375,1
2.5,16.420485345794653,0.0024442210420340116,0.9124868593088502,1
2.6,16.355502958176217,-0.8924874530335517,0.8972878088798059,1
2.7,16.17121390018564,-1.7587425205662117,0.8856411795535859,1
2.8000000000000003,15.885254249781521,-2.5856433739078573,0.874950251680853,1
2.9000000000000004,15.485543469506712,-3.367577653297783,0.8781741997764104,1
3.0,14.99471558877027,-4.079365369784039,0.8646119140105272,1
3.1,14.411793489717597,-4.721735899829912,0.8674318828792197,1
3.2,13.747971446397809,-5.283665684371308,0.8697268467467238,1
3.3000000000000003,13.027440673476944,-5.738456404908863,0.8520558633170761,1
3.4000000000000004,12.248643355337512,-6.093271727744818,0.8558149192789026,1
3.5,11.431427501651367,-6.348860351602933,0.8562518882675001,1
3.6,10.587466817021706,-6.482046989239944,0.8544052420518133,1
3.7,9.728985297885563,-6.501369313526767,0.8586989407901615,1
3.8000000000000003,8.859398972808089,-6.410228435309201,0.8743494933057466,1
3.9000000000000004,8.019425059849416,-6.211868842874587,0.8630774602328173,1
4.0,7.209506763533102,-5.9122532214051855,0.8635607490712027,1
4.1000000000000005,6.441488449005236,-5.496054307073379,0.8735408792616393,1
4.2,5.738102463830445,-4.985842873070923,0.8689462305155334,1
4.3,5.091181859299179,-4.38515301397081,0.8827992837518682,1
4.4,4.531415041161692,-3.6992995280583054,0.8852874645142679,1
4.5,4.052314873276501,-2.9421350475305497,0.8960106145802539,1
4.6000000000000005,3.6721784542020077,-2.1239936638380907,0.9021413530134788,1
4.7,3.3902727027594937,-1.2661996568870264,0.9029293499812325,1
4.800000000000001,3.216904864617364,-0.381192742141357,0.9018279472547545,1
4.9,3.157024891963976,0.531622246437564,0.914776920620162,1
5.0,3.207050459247188,1.4471899804459287,0.916933385224477,1
5.1000000000000005,3.3608896269774244,2.3530774698855743,0.9188572430204791,1
5.2,3.628819159570067,3.234519498055481,0.921263416976703,1
5.300000000000001,4.00249102133333,4.086078363176677,0.9299371812332927,1
5.4,4.485708635543727,4.88781637000567,0.9360999381889276,1
5.5,5.05302331886027,5.627694279230994,0.9323439657477208,1
5.6000000000000005,5.693204563646928,6.296257320792897,0.9256395447036051,1
5.7,6.417252354256496,6.895945224956428,0.9401440237998883,1
5.800000000000001,7.2031065854703344,7.395050636877634,0.9309527834029662,1
5.9,8.04096693185077,7.790027854874486,0.926292050475052,1
6.0,8.923322277483038,8.092379537889892,0.9327204812740458,1
6.1000000000000005,9.829357995454014,8.280375660211481,0.925334136540491,1
6.2,10.75037592571328,8.357724926465254,0.9242602105733316,1
6.300000000000001,11.665587888825947,8.344427291425102,0.9153085624652495,1
6.4,12.557618588907745,8.210025081606808,0.9020990654537144,1
6.5,13.426532859609065,7.971588220715531,0.9010350417492607,1
6.6000000000000005,14.245857841195885,7.6362657444963205,0.8852878562987447,1
6.7,15.014218321240238,7.2093774912373565,0.8789831671109958,1
6.800000000000001,15.71870727111707,6.701883746703209,0.8682479952409065,1
6.9,16.349172931299986,6.10796989380507,0.866152765587106,1
7.0,16.904016548118733,5.442556497318199,0.8663869962947865,1
7.1000000000000005,17.364773981271775,4.733995954339088,0.8451955130457283,1
7.2,17.71911601422982,3.9759386974188544,0.8367849670556161,1
7.300000000000001,17.98102456426474,3.1895793839107878,0.8288287268925181,1
7.4,18.13076926546526,2.3744591246004276,0.8287608295979139,1
7.5,18.183378973293348,1.5624502310700366,0.8137113889642976,1
7.6000000000000005,18.129124854302333,0.7590118685690073,0.8052680993096811,1
7.7,17.966793746163013,-0.023559322122427284,0.7992302904482219,1
7.800000000000001,17.70960581116392,-0.7767003203552713,0.7958435757912867,1
7.9,17.365816319517265,-1.4776007380898295,0.7806744584954378,1
8.0,16.918999801084023,-2.11992880083289,0.7824514945554493,1
8.1,16.393602668708972,-2.693539436238957,0.7778632963181119,1
