timestamp,deviation_x,deviation_y,swinging
1,0.0024835707650561634,1.00699677718293,0.0
2,0.0055981118102118275,1.0046033897332471,0.0
3,0.01581706052924452,1.0002190379067264,0.0
4,0.02648245406650722,0.9965873126739453,0.0
5,0.023984478515759168,1.0031746733146019,0.0
6,0.0302715061343747,1.0014729990127302,0.0
7,0.045623956756254136,1.0037640157204786,0.0
8,0.04784927566814621,1.0022068569637141,0.0
9,0.04794719843369142,1.0039821908353972,0.0
10,0.059287849401722166,0.9957221732045803,0.0
11,0.06053620158041963,1.0046097475885827,0.0
12,0.06680039582693326,0.9985957241329846,0.0
13,0.07661187594023176,1.0075295165911728,0.0
14,0.07210570063991764,0.993213314504905,0.0
15,0.07931431924849608,1.0048056887669692,0.0
16,0.09139079868142139,0.9965426357119879,0.0
17,0.09539768225049583,0.9916838223658565,0.0
18,0.10828870203433526,0.9918699565644413,0.0
19,0.10842875105146678,0.9919967910787313,0.0
20,0.1121542902294969,0.9949891950994333,0.0
21,0.13278627402490378,0.9947131053013459,0.0
22,0.13056640733319091,0.9884217455181625,0.0
23,0.1382649789960932,0.9903205774255197,0.0
24,0.137030190136891,1.0002666277416312,0.0
25,0.14765290819131077,0.9972667731639262,0.0
26,0.157144377077107,0.9898453494685134,0.0
27,0.15704354427798278,0.986849352945333,0.0
28,0.17087931041357743,0.9862160669812997,0.0
29,0.17219324980227496,0.987601086638594,0.0
30,0.17992666712368469,0.9782981748276266,0.0
31,0.18455812031469015,0.9809649946546314,0.0
32,0.20300214215944232,0.9727098413667801,0.0
33,0.1998396991011149,0.9818109538837558,0.0
34,0.20077715676691305,0.9817741356129334,0.0
35,0.21632881074302382,0.9748068328579288,0.0
36,0.21225384799479033,0.9837386518855863,0.0
37,0.22553572661259635,0.9683472398610715,0.0
38,0.22081752012304126,0.9657229961787747,0.0
39,0.23009028004718757,0.9726974409875601,0.0
40,0.24382149155793276,0.9753025517709616,0.0
41,0.25262588736686864,0.9769402037838492,0.0
42,0.25587691780626026,0.9646413369616537,0.0
43,0.260518269000147,0.9707061059641598,0.0
44,0.26565709765657486,0.9634589177459051,0.0
45,0.2658255436566287,0.9610889623798506,0.0
46,0.27566366225085653,0.9646329850651228,0.0
47,0.2829933722192508,0.9617009027073757,0.0
48,0.2966045744066418,0.9487440171375165,0.0
49,0.29904792811501457,0.962157527677483,0.0
50,0.29451374769781297,0.959786362331984,0.0
51,0.31093648123584283,0.9478314780327777,0.0
52,0.31336552717342087,0.9509740777450457,0.0
53,0.31786873368261387,0.949463439805077,0.0
54,0.3302614223019759,0.9462574259416479,0.0
55,0.3382947923545373,0.9401259196918571,0.0
56,0.34371977109025614,0.9374054192249207,0.0
57,0.3407774461784773,0.9384846421888321,0.0
58,0.3493239889720744,0.9422878050876892,0.0
59,0.3584090055712495,0.9369168657418919,0.0
60,0.3674989394172787,0.9300835438427434,0.0
61,0.3660795236210234,0.9334959946360188,0.0
62,0.37338670504069976,0.9130588995514819,0.0
63,0.3746081232535665,0.9306728711221856,0.0
64,0.3799685258749253,0.9138213159385782,0.0
65,0.3958066818323683,0.9182620298839757,0.0
66,0.404304250226767,0.9119938391662358,0.0
67,0.40292627187607954,0.9086004377821815,0.0
68,0.414051306430206,0.9183234377111688,0.0
69,0.4165729612306451,0.9075901595241973,0.0
70,0.41725391449618865,0.909034552317698,0.0
71,0.4279845903999774,0.9044049069174022,0.0
72,0.43954903584562716,0.9043264056975252,0.0
73,0.4373438802613545,0.8995913243511381,0.0
74,0.4509930789231961,0.8900226968434388,0.0
75,0.4357004546800134,0.8986139744206479,0.0
76,0.4585202589667535,0.8883234900162218,0.0
77,0.4604395727398018,0.8801337586543743,0.0
78,0.46408469504162775,0.8828653639168579,0.0
79,0.4715955129656953,0.889564001747983,0.0
80,0.4667372048734229,0.8833306826031964,0.0
81,0.4810961743628601,0.8743209102489189,0.0
82,0.4894805066711932,0.8712678246395961,0.0
83,0.500565532123182,0.8683213460094727,0.0
84,0.49604632014962324,0.8771942571701971,0.0
85,0.5000370877768586,0.8655669017624185,0.0
86,0.5069927150659506,0.862619975984063,0.0
87,0.519480300829323,0.862399690350476,0.0
88,0.5219284675298773,0.8551868137268533,0.0
89,0.5229967516124855,0.8494084703484579,0.0
90,0.533551937294887,0.8463990933839713,0.0
91,0.5367900309841226,0.8436664777328801,0.0
92,0.5464456965008544,0.840448626865369,0.0
93,0.5433686100242406,0.8408498864908956,0.0
94,0.5504953356200813,0.8340153510381881,0.0
95,0.5554060354959813,0.8339297236581987,0.0
96,0.5552598834777764,0.8263409988806035,0.0
97,0.5692466874800307,0.8235831124065258,0.0
98,0.5742375310029194,0.809611724483251,0.0
99,0.5781013267835831,0.820564736408067,0.0
100,0.5820234615393975,0.814063632403376,0.0
101,0.581217111490553,0.8136371988830533,0.0
102,0.5912650352237936,0.7904498418041664,0.0
103,0.596705513808293,0.8116251216282612,0.0
104,0.599434852717318,0.7967057366765232,0.0
105,0.607643092435887,0.7991334924272026,0.0
106,0.6154489885507345,0.7845505498046984,0.0
107,0.6278146114222679,0.7889402096321678,0.0
108,0.6241870570023758,0.7767044357621448,0.0
109,0.6295077492492561,0.7749169095149605,0.0
110,0.6327287463479904,0.7836393747857247,0.0
111,0.6283630546766166,0.7691186495737645,0.0
112,0.6426550403092932,0.7671316074848766,0.0
113,0.6478940326870992,0.7663368606159889,0.0
114,0.6646887470842173,0.760376868068804,0.0
115,0.6561645804452829,0.7545325093568874,0.0
116,0.6633619765415361,0.7514573584805138,0.0
117,0.6663823543338457,0.7574721165446275,0.0
118,0.665387829152805,0.7409599415482323,0.0
119,0.6815940874352541,0.7380172058645962,0.0
120,0.6842616565186862,0.737999503469178,0.0
121,0.6890522502189961,0.7339793965036508,0.0
122,0.6851181517042881,0.7300636380856821,0.0
123,0.701219777695403,0.7229702127739095,0.0
124,0.691709807038406,0.7096811397435295,0.0
125,0.7061389645496852,0.7191546254266078,0.0
126,0.7186147570155542,0.700818919468839,0.0
127,0.7071396038053719,0.7035990531488178,0.0
128,0.7136624348347693,0.6938219532956262,0.0
129,0.7213654757500233,0.6927525025834321,0.0
130,0.7226946204898163,0.6901694519909096,0.0
131,0.7217747739668577,0.6855576353812171,0.0
132,0.7341581401507578,0.6814586071479461,0.0
133,0.7327620130637084,0.6827888405399859,0.0
134,0.7446705038987852,0.6723325463652272,0.0
135,0.7419050671568829,0.6641621763449261,0.0
136,0.758421977277812,0.6654951592315232,0.0
137,0.7508964610991176,0.6618877051537909,0.0
