timestamp,deviation_x,deviation_y,swinging
1,0.024835707650561634,1.0699677718293001,0.0
2,-0.0006237817424914827,1.0462119054643217,0.0
3,0.04496304474377568,1.0029024045531343,0.0
4,0.09501879760486837,0.9674751576771945,0.0
5,0.013447576653209049,1.0345947224272134,0.0
6,0.019735343071661575,1.019179841356709,0.0
7,0.11668853345408675,1.0440477106217267,0.0
8,0.0823838384800271,1.030789588039403,0.0
9,0.026820851066618575,1.0512120630247672,0.0
10,0.08370305136309059,0.9716365886843548,0.0
11,0.039682405403858825,1.0638924805421275,0.0
12,0.0458425569162717,1.0074877063441425,0.0
13,0.0875001781607033,1.1009162558593097,0.0
14,-0.013991910369683266,0.9621998626908745,0.0
15,0.001693016785409604,1.0829240599094054,0.0
16,0.06608785986557762,1.005448620967807,0.0
17,0.049820281835446754,0.9623700122032064,0.0
18,0.12242983200112258,0.9700950940319969,0.0
19,0.06756766765301228,0.9775811622099869,0.0
20,0.048600623669408774,1.0140766626875195,0.0
21,0.19874046862637373,1.0182407022629434,0.0
22,0.12040647381129681,0.9626052453409264,0.0
23,0.14130374820704977,0.9892246207737755,0.0
24,0.07291652175728545,1.096668793879165,0.0
25,0.12315568558767756,1.0750062158184583,0.0
26,0.16213589361405095,1.009479914603845,0.0
27,0.10524883329397916,0.988559509462902,0.0
28,0.18778572123913267,0.9916174766836215,0.0
29,0.14516450875592873,1.0152093954114627,0.0
30,0.16680044838298722,0.9322725093936984,0.0
31,0.1574813227643673,0.9693830504705808,0.0
32,0.28635466046234453,0.8976235580422885,0.0
33,0.19923232398790788,0.9997759944009934,0.0
34,0.15318016496389752,1.0108979528995568,0.0
35,0.2533433317876673,0.9530634420544569,0.0
36,0.15731588374609431,1.0545680562336377,0.0
37,0.23493458838781034,0.9131877850259662,0.0
38,0.13263236454845134,0.8998261265693328,0.0
39,0.1703219078467582,0.9827977728227588,0.0
40,0.2526802471720433,1.0224219753885084,0.0
41,0.28585688346666216,1.0527169498994533,0.0
42,0.263588490459809,0.9439915451325513,0.0
43,0.25531409629267615,1.0192467434685681,0.0
44,0.25210743135505687,0.9617260366183733,0.0
45,0.19929205409009448,0.9533207338825138,0.0
46,0.24327067287309462,1.004397682252023,0.0
47,0.2622646275260604,0.9910554322359797,0.0
48,0.344175074586493,0.8778063700732253,0.0
49,0.31451075114559535,1.0286018434151483,0.0
50,0.21517694070648996,1.0218904732686194,0.0
51,0.3255202598586086,0.9196811564648488,0.0
52,0.2960368245546866,0.9687852367497292,0.0
53,0.28740724366884574,0.9716947981878002,0.0
54,0.35778685529981497,0.9579877454037237,0.0
55,0.38468977086685513,0.9153621877688132,0.0
56,0.3856273764504851,0.9071823676677083,0.0
57,0.3030126576334585,0.9373347089942171,0.0
58,0.3354094320587698,0.9950606109543606,0.0
59,0.37331585998440986,0.9613788726986414,0.0
60,0.41139847013778486,0.9134058988988687,0.0
61,0.3445166829179854,0.9682224366151944,0.0
62,0.365032051090828,0.7848744816231286,0.0
63,0.32482304942329526,0.9823673276389302,0.0
64,0.3261392277912951,0.8355341958935637,0.0
65,0.4323703438401072,0.9019521875208347,0.0
66,0.4653350515124541,0.8616086939080594,0.0
67,0.39968581640496453,0.8503397713747407,0.0
68,0.4592102868353471,0.9705606431432021,0.0
69,0.4328465823577886,0.8865436054651622,0.0
70,0.38822352553895806,0.9246272269955802,0.0
71,0.444247392647856,0.9022934808678389,0.0
72,0.5087606813365958,0.9257932429225656,0.0
73,0.4357317085014067,0.9030483094488495,0.0
74,0.5214020434348264,0.8322880467549532,0.0
75,0.3178119249959749,0.9434459812957693,0.0
76,0.4955058716636386,0.8661044437739627,0.0
77,0.4643566908105195,0.8100875732146855,0.0
78,0.4506293642706637,0.8636001816733918,0.0
79,0.4757247479097929,0.957098192326527,0.0
80,0.37729660371638274,0.9215906609983036,0.0
81,0.4712109394101721,0.8586315642005653,0.0
82,0.5055505723892219,0.8555512279452668,0.0
83,0.5670707641365502,0.8538477687046906,0.0
84,0.4727241603273091,0.9706479164304349,0.0
85,0.4636548756466652,0.8827539971128384,0.0
86,0.4844136481046464,0.8819718501076612,0.0
87,0.5606733961259163,0.9087624457819089,0.0
88,0.5367222674645631,0.8659323258830465,0.0
89,0.4991575424429688,0.8377515737865263,0.0
90,0.5566489717849881,0.8375633501751474,0.0
91,0.5411585207047844,0.8404444210592471,0.0
92,0.5900347210748345,0.8387736262224261,0.0
